id,name,area,sub,skill_type,t_category,confidence,rationale,area_proxy_t,review_flag
PM-PLAN-002,Requirements Gathering,Project Management,Project Planning,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Project Management)",role_specific,
PM-PLAN-003,Work Breakdown Structuring,Project Management,Project Planning,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Project Management)",role_specific,
PM-PLAN-004,Resource Planning,Project Management,Project Planning,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Project Management)",role_specific,
PM-RISK-001,Risk Identification (Project),Project Management,Risk & Issue Management,Behavioral,role_specific,low,"domain expertise fallback (type=Behavioral, area=Project Management)",role_specific,REVIEW
PM-RISK-002,Risk Mitigation Planning,Project Management,Risk & Issue Management,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Project Management)",role_specific,
PM-RISK-003,Issue Tracking & Resolution,Project Management,Risk & Issue Management,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Project Management)",role_specific,
PM-XFN-001,Dependency Management,Project Management,Cross-Functional Project Leadership,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Project Management)",role_specific,REVIEW
PM-XFN-002,Cross-Functional Alignment,Project Management,Cross-Functional Project Leadership,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Project Management)",role_specific,REVIEW
PM-XFN-003,Conflict Navigation,Project Management,Cross-Functional Project Leadership,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Project Management)",role_specific,REVIEW
PROC-CON-001,Pricing Verification,Procurement,Contract & Pricing Management,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Procurement)",role_specific,
PROC-CON-002,Contract Compliance Monitoring,Procurement,Contract & Pricing Management,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Procurement)",role_specific,
PROC-CON-003,Quote & Bid Coordination,Procurement,Contract & Pricing Management,Behavioral,role_specific,low,"domain expertise fallback (type=Behavioral, area=Procurement)",role_specific,REVIEW
PROC-DATA-001,Spend Analysis,Procurement,Procurement Analytics & Reporting,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Procurement)",role_specific,
PROC-DATA-002,Supplier Data Management,Procurement,Procurement Analytics & Reporting,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Procurement)",role_specific,
PROC-DATA-003,Procurement Reporting,Procurement,Procurement Analytics & Reporting,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Procurement)",role_specific,
PROC-INV-001,Material Requirements Review,Procurement,Inventory & Materials Coordination,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Procurement)",role_specific,
PROC-INV-002,Stock Level Monitoring,Procurement,Inventory & Materials Coordination,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Procurement)",role_specific,
PROC-INV-003,Delivery & Receipt Coordination,Procurement,Inventory & Materials Coordination,Behavioral,role_specific,low,"domain expertise fallback (type=Behavioral, area=Procurement)",role_specific,REVIEW
PROC-PO-001,Requisition Review,Procurement,Purchase Order Management,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Procurement)",role_specific,
PROC-PO-002,Purchase Order Creation,Procurement,Purchase Order Management,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Procurement)",role_specific,
PROC-PO-003,Order Tracking & Expediting,Procurement,Purchase Order Management,Behavioral,role_specific,low,"domain expertise fallback (type=Behavioral, area=Procurement)",role_specific,REVIEW
PROC-PROC-001,Procurement Policy Adherence,Procurement,Procurement Process & Compliance,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Procurement)",role_specific,
PROC-PROC-002,Documentation & Recordkeeping,Procurement,Procurement Process & Compliance,Operational,process,medium,"improvement/methodology signal (area=Procurement, kw=True)",role_specific,REVIEW
PROC-PROC-003,Procurement Risk Identification,Procurement,Procurement Process & Compliance,Behavioral,role_specific,low,"domain expertise fallback (type=Behavioral, area=Procurement)",role_specific,REVIEW
PROC-SUP-001,Supplier Communication,Procurement,Supplier Management,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Procurement)",role_specific,REVIEW
PROC-SUP-002,Supplier Performance Monitoring,Procurement,Supplier Management,Operational,process,medium,"improvement/methodology signal (area=Procurement, kw=True)",role_specific,REVIEW
PROC-SUP-003,Supplier Onboarding Support,Procurement,Supplier Management,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Procurement)",role_specific,
QLT-AUD-001,Internal Audit Support,Quality,Audits & Compliance,Operational,process,high,"improvement/methodology signal (area=Quality, kw=True)",process,
QLT-AUD-002,External Audit Preparation,Quality,Audits & Compliance,Operational,process,high,"improvement/methodology signal (area=Quality, kw=True)",process,
QLT-AUD-003,Standards & Regulatory Knowledge,Quality,Audits & Compliance,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Quality)",process,REVIEW
QLT-CAPA-001,Root Cause Analysis,Quality,Corrective & Preventive Action,Technical,process,high,"improvement/methodology signal (area=Quality, kw=True)",process,
QLT-CAPA-002,Corrective Action Planning,Quality,Corrective & Preventive Action,Behavioral,process,high,explicit rubric anchor/edge-case decision,process,
QLT-CAPA-003,Effectiveness Verification,Quality,Corrective & Preventive Action,Operational,process,high,"improvement/methodology signal (area=Quality, kw=True)",process,
QLT-DATA-001,Quality Data Analysis,Quality,Quality Analytics & Improvement,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Quality)",process,REVIEW
QLT-DATA-002,KPI Tracking (Quality),Quality,Quality Analytics & Improvement,Operational,process,high,"improvement/methodology signal (area=Quality, kw=True)",process,
QLT-DATA-003,Continuous Improvement Support,Quality,Quality Analytics & Improvement,Behavioral,process,high,explicit rubric anchor/edge-case decision,process,
QLT-DOC-001,Document Control,Quality,Quality Systems & Documentation,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Quality)",process,REVIEW
QLT-DOC-002,Recordkeeping & Traceability,Quality,Quality Systems & Documentation,Operational,process,high,"improvement/methodology signal (area=Quality, kw=True)",process,
QLT-DOC-003,SOP & Work Instruction Support,Quality,Quality Systems & Documentation,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Quality)",process,REVIEW
QLT-INSP-001,Incoming Material Inspection,Quality,Inspection & Testing,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Quality)",process,REVIEW
QLT-INSP-002,In‑Process Inspection,Quality,Inspection & Testing,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Quality)",process,REVIEW
QLT-INSP-003,Final Product Inspection,Quality,Inspection & Testing,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Quality)",process,REVIEW
QLT-NCM-001,Defect Identification (Quality),Quality,Nonconformance Management,Operational,role_specific,high,explicit rubric anchor/edge-case decision,process,REVIEW
QLT-NCM-002,Containment Actions,Quality,Nonconformance Management,Operational,process,high,"improvement/methodology signal (area=Quality, kw=True)",process,
QLT-NCM-003,Root Cause Documentation,Quality,Nonconformance Management,Operational,process,high,"improvement/methodology signal (area=Quality, kw=True)",process,
REG-AUD-005,Internal Compliance Auditing,Regulatory & Compliance,Auditing & Monitoring,Operational,process,medium,"improvement/methodology signal (area=Regulatory & Compliance, kw=True)",role_specific,REVIEW
REG-AUD-006,External Audit Preparation & Support,Regulatory & Compliance,Auditing & Monitoring,Operational,process,medium,"improvement/methodology signal (area=Regulatory & Compliance, kw=True)",role_specific,REVIEW
REG-AUD-007,Corrective Action Management,Regulatory & Compliance,Auditing & Monitoring,Operational,process,medium,"improvement/methodology signal (area=Regulatory & Compliance, kw=True)",role_specific,REVIEW
REG-AUD-008,Compliance Monitoring & Reporting,Regulatory & Compliance,Auditing & Monitoring,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Regulatory & Compliance)",role_specific,
REG-DOC-009,Regulatory Filing & Submission,Regulatory & Compliance,Compliance Documentation,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Regulatory & Compliance)",role_specific,
REG-DOC-010,Compliance Record Retention,Regulatory & Compliance,Compliance Documentation,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Regulatory & Compliance)",role_specific,
REG-DOC-011,Inspection Readiness Documentation,Regulatory & Compliance,Compliance Documentation,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Regulatory & Compliance)",role_specific,
REG-FRM-001,Regulatory Landscape Monitoring,Regulatory & Compliance,Compliance Framework,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Regulatory & Compliance)",role_specific,
REG-FRM-002,Compliance Program Administration,Regulatory & Compliance,Compliance Framework,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Regulatory & Compliance)",role_specific,
REG-FRM-003,Regulatory Interpretation,Regulatory & Compliance,Compliance Framework,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Regulatory & Compliance)",role_specific,
REG-FRM-004,Policy & Procedure Development,Regulatory & Compliance,Compliance Framework,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Regulatory & Compliance)",role_specific,
REG-IND-017,Product Compliance & Labeling,Regulatory & Compliance,Industry-Specific,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Regulatory & Compliance)",role_specific,
REG-IND-018,Chemical & Hazardous Materials Compliance,Regulatory & Compliance,Industry-Specific,Behavioral,role_specific,low,"domain expertise fallback (type=Behavioral, area=Regulatory & Compliance)",role_specific,REVIEW
REG-RSK-014,Compliance Risk Assessment,Regulatory & Compliance,Risk & Incident,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Regulatory & Compliance)",role_specific,
REG-RSK-015,Incident Investigation & Reporting,Regulatory & Compliance,Risk & Incident,Technical,process,medium,"improvement/methodology signal (area=Regulatory & Compliance, kw=True)",role_specific,REVIEW
REG-RSK-016,Whistleblower & Ethics Reporting Support,Regulatory & Compliance,Risk & Incident,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Regulatory & Compliance)",role_specific,REVIEW
REG-TRN-012,Compliance Training Delivery,Regulatory & Compliance,Compliance Training,Behavioral,role_specific,low,"domain expertise fallback (type=Behavioral, area=Regulatory & Compliance)",role_specific,REVIEW
REG-TRN-013,Compliance Awareness Communication,Regulatory & Compliance,Compliance Training,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Regulatory & Compliance)",role_specific,REVIEW
SALES-ACCT-001,Relationship Management,Sales,Account Management,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Sales)",role_specific,REVIEW
SALES-ACCT-002,Account Planning,Sales,Account Management,Operational,role_specific,high,explicit rubric anchor/edge-case decision,role_specific,
SALES-ACCT-003,Issue Resolution,Sales,Account Management,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Sales)",role_specific,REVIEW
SALES-CRM-001,CRM Data Entry,Sales,Sales Operations & CRM,Operational,role_specific,high,explicit rubric anchor/edge-case decision,role_specific,
SALES-CRM-002,Pipeline Management,Sales,Sales Operations & CRM,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Sales)",role_specific,
SALES-CRM-003,Sales Reporting,Sales,Sales Operations & CRM,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Sales)",role_specific,
SALES-EXEC-001,Proposal Development,Sales,Sales Execution,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Sales)",role_specific,
SALES-EXEC-002,Negotiation,Sales,Sales Execution,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Sales)",role_specific,REVIEW
SALES-EXEC-003,Closing Skills,Sales,Sales Execution,Behavioral,role_specific,low,"domain expertise fallback (type=Behavioral, area=Sales)",role_specific,REVIEW
SALES-NEED-001,Needs Assessment,Sales,Customer Needs & Solution Matching,Behavioral,role_specific,low,"domain expertise fallback (type=Behavioral, area=Sales)",role_specific,REVIEW
SALES-NEED-002,Product Knowledge Application,Sales,Customer Needs & Solution Matching,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Sales)",role_specific,
SALES-NEED-003,Solution Presentation,Sales,Customer Needs & Solution Matching,Behavioral,role_specific,low,"domain expertise fallback (type=Behavioral, area=Sales)",role_specific,REVIEW
SALES-PROS-001,Lead Identification,Sales,Prospecting & Lead Generation,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Sales)",role_specific,REVIEW
SALES-PROS-002,Outreach & Initial Contact,Sales,Prospecting & Lead Generation,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Sales)",role_specific,REVIEW
SALES-PROS-003,Qualification,Sales,Prospecting & Lead Generation,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Sales)",role_specific,
SALES-STRAT-001,Market Research,Sales,Sales Strategy & Market Insights,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Sales)",role_specific,
SALES-STRAT-002,Opportunity Identification,Sales,Sales Strategy & Market Insights,Behavioral,role_specific,low,"domain expertise fallback (type=Behavioral, area=Sales)",role_specific,REVIEW
SALES-STRAT-003,Sales Planning,Sales,Sales Strategy & Market Insights,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Sales)",role_specific,
SCP-CAP-001,Capacity Analysis,Supply Chain Planning,Capacity Planning,Technical,process,medium,"improvement/methodology signal (area=Supply Chain Planning, kw=True)",role_specific,REVIEW
SCP-CAP-002,Load vs. Capacity Balancing,Supply Chain Planning,Capacity Planning,Operational,process,medium,"improvement/methodology signal (area=Supply Chain Planning, kw=True)",role_specific,REVIEW
SCP-CAP-003,Scenario Planning,Supply Chain Planning,Capacity Planning,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Supply Chain Planning)",role_specific,
SCP-DATA-001,Planning Data Analysis,Supply Chain Planning,Supply Chain Analytics & Reporting,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Supply Chain Planning)",role_specific,
SCP-DATA-002,KPI Tracking (Supply Chain),Supply Chain Planning,Supply Chain Analytics & Reporting,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Supply Chain Planning)",role_specific,
SCP-DATA-003,Master Data Accuracy,Supply Chain Planning,Supply Chain Analytics & Reporting,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Supply Chain Planning)",role_specific,
SCP-DEM-001,Forecast Data Collection,Supply Chain Planning,Demand Planning,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Supply Chain Planning)",role_specific,
SCP-DEM-002,Forecast Modeling,Supply Chain Planning,Demand Planning,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Supply Chain Planning)",role_specific,
SCP-DEM-003,Forecast Review & Adjustment,Supply Chain Planning,Demand Planning,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Supply Chain Planning)",role_specific,REVIEW
SCP-INV-001,Inventory Target Setting,Supply Chain Planning,Inventory Planning,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Supply Chain Planning)",role_specific,
SCP-INV-002,Safety Stock Calculation,Supply Chain Planning,Inventory Planning,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Supply Chain Planning)",role_specific,
SCP-INV-003,Inventory Health Monitoring,Supply Chain Planning,Inventory Planning,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Supply Chain Planning)",role_specific,
SCP-SOP-001,S&OP Data Preparation,Supply Chain Planning,Sales & Operations Planning,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Supply Chain Planning)",role_specific,
SCP-SOP-002,Cross‑Functional Alignment,Supply Chain Planning,Sales & Operations Planning,Behavioral,role_specific,low,"domain expertise fallback (type=Behavioral, area=Supply Chain Planning)",role_specific,REVIEW
SCP-SOP-003,S&OP Meeting Support,Supply Chain Planning,Sales & Operations Planning,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Supply Chain Planning)",role_specific,
SCP-SUP-001,Supply Requirements Calculation,Supply Chain Planning,Supply Planning,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Supply Chain Planning)",role_specific,
SCP-SUP-002,Supply Constraint Identification,Supply Chain Planning,Supply Planning,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Supply Chain Planning)",role_specific,
SCP-SUP-003,Supply Plan Communication,Supply Chain Planning,Supply Planning,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Supply Chain Planning)",role_specific,REVIEW
SERV-CUST-001,Customer Communication (Service),Service & Support,Customer Interaction,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Service & Support)",role_specific,REVIEW
SERV-CUST-002,Issue Escalation (Service),Service & Support,Customer Interaction,Behavioral,role_specific,low,"domain expertise fallback (type=Behavioral, area=Service & Support)",role_specific,REVIEW
SERV-CUST-003,Service Recovery (Onsite),Service & Support,Customer Interaction,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Service & Support)",role_specific,REVIEW
SERV-DOC-001,Service Ticket Completion,Service & Support,Documentation & Reporting,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Service & Support)",role_specific,
SERV-DOC-002,Inspection Report Completion,Service & Support,Documentation & Reporting,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Service & Support)",role_specific,
SERV-DOC-003,Parts & Labor Recording,Service & Support,Documentation & Reporting,Operational,process,medium,"improvement/methodology signal (area=Service & Support, kw=True)",role_specific,REVIEW
SERV-FLD-001,Field Service Readiness,Service & Support,Field Operations,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Service & Support)",role_specific,
SERV-FLD-002,Site Assessment,Service & Support,Field Operations,Safety,process,high,safety methodology -> Process,role_specific,REVIEW
SERV-FLD-003,Equipment Inspection (Onsite),Service & Support,Field Operations,Technical,technical,high,"equipment/hardware hands-on signal (area=Service & Support, kw=True)",role_specific,REVIEW
SERV-FLD-004,Customer Site Conduct,Service & Support,Field Operations,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Service & Support)",role_specific,REVIEW
SERV-FLD-005,Job Completion Verification,Service & Support,Field Operations,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Service & Support)",role_specific,
SERV-INT-001,Professional Conduct (Service),Service & Support,Interpersonal & Professional Conduct,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Service & Support)",role_specific,REVIEW
SERV-INT-002,Conflict De-escalation (Service),Service & Support,Interpersonal & Professional Conduct,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Service & Support)",role_specific,REVIEW
SERV-INT-003,Adaptability (Service),Service & Support,Interpersonal & Professional Conduct,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Service & Support)",role_specific,REVIEW
SERV-PLAN-001,Job Planning,Service & Support,Planning & Coordination,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Service & Support)",role_specific,
SERV-PLAN-002,Parts & Tools Preparation,Service & Support,Planning & Coordination,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Service & Support)",role_specific,
SERV-PLAN-003,Time Estimation,Service & Support,Planning & Coordination,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Service & Support)",role_specific,REVIEW
SERV-REP-001,Equipment Troubleshooting (Service),Service & Support,Repairs & Troubleshooting,Technical,technical,high,"equipment/hardware hands-on signal (area=Service & Support, kw=True)",role_specific,REVIEW
SERV-REP-002,Component Replacement,Service & Support,Repairs & Troubleshooting,Technical,technical,high,explicit rubric anchor/edge-case decision,role_specific,REVIEW
SERV-REP-003,Preventive Maintenance Execution,Service & Support,Repairs & Troubleshooting,Technical,process,medium,"improvement/methodology signal (area=Service & Support, kw=True)",role_specific,REVIEW
SERV-REP-004,Diagnostic Tool Use,Service & Support,Repairs & Troubleshooting,Technical,technical,high,"equipment/hardware hands-on signal (area=Service & Support, kw=True)",role_specific,REVIEW
SERV-SAFE-001,PPE Use,Service & Support,Safety & Compliance,Safety,process,high,safety methodology -> Process,role_specific,REVIEW
SERV-SAFE-002,Lockout/Tagout (Service),Service & Support,Safety & Compliance,Safety,process,high,safety methodology -> Process,role_specific,REVIEW
SERV-SAFE-003,Hazard Identification (Service),Service & Support,Safety & Compliance,Safety,process,high,safety methodology -> Process,role_specific,REVIEW
SERV-SAFE-004,Safe Equipment Operation (Service),Service & Support,Safety & Compliance,Safety,technical,medium,"equipment/hardware hands-on signal (area=Service & Support, kw=True)",role_specific,REVIEW
TD-DEL-008,Classroom Facilitation (T&D),Training & Development,Training Delivery,Behavioral,adaptive,high,"general/behavioral capability (type=Behavioral, area=Training & Development)",adaptive,
TD-DEL-009,On-the-Job Training Coordination,Training & Development,Training Delivery,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Training & Development)",adaptive,REVIEW
TD-DEL-010,Virtual Training Delivery,Training & Development,Training Delivery,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Training & Development)",adaptive,
TD-DEL-011,Train-the-Trainer Programs,Training & Development,Training Delivery,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Training & Development)",adaptive,
TD-DES-004,Instructional Design,Training & Development,Curriculum Design,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Training & Development)",adaptive,REVIEW
TD-DES-005,Learning Objective Development,Training & Development,Curriculum Design,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Training & Development)",adaptive,REVIEW
TD-DES-006,Training Material Development,Training & Development,Curriculum Design,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Training & Development)",adaptive,REVIEW
TD-DES-007,E-Learning Content Development,Training & Development,Curriculum Design,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Training & Development)",adaptive,REVIEW
TD-EVL-015,Training Effectiveness Evaluation,Training & Development,Evaluation & Impact,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Training & Development)",adaptive,REVIEW
TD-EVL-016,Skills Assessment Design,Training & Development,Evaluation & Impact,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Training & Development)",adaptive,REVIEW
TD-EVL-017,Training ROI Analysis,Training & Development,Evaluation & Impact,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Training & Development)",adaptive,REVIEW
TD-EVL-018,Continuous Program Improvement,Training & Development,Evaluation & Impact,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Training & Development)",adaptive,
TD-LMS-012,LMS Administration (T&D),Training & Development,Learning Technology,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Training & Development)",adaptive,REVIEW
TD-LMS-013,Training Record Management,Training & Development,Learning Technology,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Training & Development)",adaptive,REVIEW
TD-LMS-014,Learning Analytics & Reporting,Training & Development,Learning Technology,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Training & Development)",adaptive,REVIEW
TD-TNA-001,Training Needs Assessment,Training & Development,Needs Analysis,Operational,adaptive,high,"general/behavioral capability (type=Operational, area=Training & Development)",adaptive,
TD-TNA-002,Competency Framework Application,Training & Development,Needs Analysis,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Training & Development)",adaptive,REVIEW
TD-TNA-003,Job Task Analysis,Training & Development,Needs Analysis,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Training & Development)",adaptive,REVIEW
TECH-DIAG-001,Basic Diagnostics,Technical Equip & Sys,Diagnostics,Technical,process,medium,"improvement/methodology signal (area=Technical Equip & Sys, kw=True)",technical,REVIEW
TECH-DIAG-002,Electrical Diagnostics,Technical Equip & Sys,Diagnostics,Technical,technical,high,explicit rubric anchor/edge-case decision,technical,
TECH-DIAG-003,Hydraulic Diagnostics,Technical Equip & Sys,Diagnostics,Technical,technical,high,"equipment/hardware hands-on signal (area=Technical Equip & Sys, kw=True)",technical,
TECH-DIAG-004,Mechanical Diagnostics,Technical Equip & Sys,Diagnostics,Technical,technical,high,"equipment/hardware hands-on signal (area=Technical Equip & Sys, kw=True)",technical,
TECH-DOC-001,Technical Manual Interpretation,Technical Equip & Sys,Technical Documentation,Technical,technical,high,"equipment/hardware hands-on signal (area=Technical Equip & Sys, kw=True)",technical,
TECH-DOC-002,Service Bulletin Awareness,Technical Equip & Sys,Technical Documentation,Technical,technical,high,"equipment/hardware hands-on signal (area=Technical Equip & Sys, kw=True)",technical,
TECH-DOC-003,Repair Documentation (Technical),Technical Equip & Sys,Technical Documentation,Operational,technical,high,"equipment/hardware hands-on signal (area=Technical Equip & Sys, kw=False)",technical,
TECH-ELEC-001,Electrical Component Replacement,Technical Equip & Sys,Electrical Systems,Technical,process,medium,safety methodology -> Process,technical,REVIEW
TECH-ELEC-002,Electrical Schematic Reading,Technical Equip & Sys,Electrical Systems,Technical,technical,high,"equipment/hardware hands-on signal (area=Technical Equip & Sys, kw=True)",technical,
TECH-ELEC-003,Battery & Charging System Testing,Technical Equip & Sys,Electrical Systems,Technical,technical,high,"equipment/hardware hands-on signal (area=Technical Equip & Sys, kw=False)",technical,
TECH-EQ-001,Basic Equipment Operation,Technical Equip & Sys,Equipment Operation,Technical,technical,high,explicit rubric anchor/edge-case decision,technical,
TECH-EQ-002,Advanced Equipment Operation,Technical Equip & Sys,Equipment Operation,Technical,technical,high,"equipment/hardware hands-on signal (area=Technical Equip & Sys, kw=True)",technical,
TECH-EQ-003,Equipment Startup & Shutdown,Technical Equip & Sys,Equipment Operation,Technical,technical,high,"equipment/hardware hands-on signal (area=Technical Equip & Sys, kw=True)",technical,
TECH-HYD-001,Hydraulic Component Replacement,Technical Equip & Sys,Hydraulic Systems,Technical,technical,high,explicit rubric anchor/edge-case decision,technical,
TECH-HYD-002,Hydraulic Fluid Management,Technical Equip & Sys,Hydraulic Systems,Technical,technical,high,"equipment/hardware hands-on signal (area=Technical Equip & Sys, kw=True)",technical,
TECH-HYD-003,Hydraulic Schematic Interpretation,Technical Equip & Sys,Hydraulic Systems,Technical,technical,high,"equipment/hardware hands-on signal (area=Technical Equip & Sys, kw=True)",technical,
TECH-MECH-001,Mechanical Assembly & Disassembly,Technical Equip & Sys,Mechanical Systems,Technical,technical,high,"equipment/hardware hands-on signal (area=Technical Equip & Sys, kw=True)",technical,
TECH-MECH-002,Lubrication & Wear Inspection,Technical Equip & Sys,Mechanical Systems,Technical,technical,high,"equipment/hardware hands-on signal (area=Technical Equip & Sys, kw=True)",technical,
TECH-MECH-003,Torque Application,Technical Equip & Sys,Mechanical Systems,Technical,technical,high,"equipment/hardware hands-on signal (area=Technical Equip & Sys, kw=True)",technical,
TECH-SYS-001,Telematics System Use,Technical Equip & Sys,Systems & Software,Technical,technical,high,"equipment/hardware hands-on signal (area=Technical Equip & Sys, kw=True)",technical,
TECH-SYS-002,Diagnostic Software Use,Technical Equip & Sys,Systems & Software,Technical,technical,high,"equipment/hardware hands-on signal (area=Technical Equip & Sys, kw=True)",technical,
TECH-SYS-003,Firmware & Software Updates,Technical Equip & Sys,Systems & Software,Technical,technical,high,"equipment/hardware hands-on signal (area=Technical Equip & Sys, kw=True)",technical,
TRD-CMP-009,Trade Compliance Program Admin,Import-Export & Trade,Trade Compliance,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Import-Export & Trade)",role_specific,
TRD-CMP-010,Sanctions & Embargo Compliance,Import-Export & Trade,Trade Compliance,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Import-Export & Trade)",role_specific,
TRD-CMP-011,Trade Compliance Training,Import-Export & Trade,Trade Compliance,Behavioral,role_specific,low,"domain expertise fallback (type=Behavioral, area=Import-Export & Trade)",role_specific,REVIEW
TRD-CMP-012,Recordkeeping & Audit Readiness,Import-Export & Trade,Trade Compliance,Operational,process,medium,"improvement/methodology signal (area=Import-Export & Trade, kw=True)",role_specific,REVIEW
TRD-EXP-005,Export Documentation & Licensing,Import-Export & Trade,Export Operations,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Import-Export & Trade)",role_specific,
