id,name,area,sub,skill_type,desc
PM-MON-001,Timeline Tracking,Project Management,Project Monitoring & Reporting,Operational,Monitors progress against timelines and identifies deviations early. Communicates impacts and adjusts plans as needed.
PM-MON-002,Status Reporting,Project Management,Project Monitoring & Reporting,Operational,and next steps. Tailors reporting to stakeholder needs.
PM-MON-003,Metrics & KPI Tracking,Project Management,Project Monitoring & Reporting,Operational,and adoption. Uses data to guide decisions and escalate risks.
PM-PLAN-001,Scope Definition,Project Management,Project Planning,Operational,and boundaries clearly. Ensures alignment with stakeholders and prevents scope creep.
PM-PLAN-002,Requirements Gathering,Project Management,Project Planning,Operational,and operational requirements. Ensures requirements are documented and validated.
PM-PLAN-003,Work Breakdown Structuring,Project Management,Project Planning,Operational,Breaks projects into manageable tasks and phases. Ensures clarity of ownership
PM-PLAN-004,Resource Planning,Project Management,Project Planning,Operational,and materials. Coordinates with leaders to secure resources and adjust plans as needed.
PM-RISK-001,Risk Identification (Project),Project Management,Risk & Issue Management,Behavioral,Identifies potential risks early using structured methods. Considers operational
PM-RISK-002,Risk Mitigation Planning,Project Management,Risk & Issue Management,Operational,Develops mitigation strategies and contingency plans. Communicates risk status and actions clearly to stakeholders.
PM-RISK-003,Issue Tracking & Resolution,Project Management,Risk & Issue Management,Operational,Tracks issues through resolution and escalates when needed. Ensures timely action to prevent project delays.
PM-XFN-001,Dependency Management,Project Management,Cross-Functional Project Leadership,Behavioral,Identifies and manages dependencies across teams and functions. Communicates impacts and coordinates solutions.
PM-XFN-002,Cross-Functional Alignment,Project Management,Cross-Functional Project Leadership,Behavioral,and expectations. Navigates competing priorities with professionalism and clarity.
PM-XFN-003,Conflict Navigation,Project Management,Cross-Functional Project Leadership,Behavioral,Addresses cross-team conflicts constructively to maintain project momentum. Facilitates alignment and shared understanding.
PROC-CON-001,Pricing Verification,Procurement,Contract & Pricing Management,Operational,and agreements. Ensures accuracy and escalates discrepancies.
PROC-CON-002,Contract Compliance Monitoring,Procurement,Contract & Pricing Management,Operational,and service levels. Identifies non‑compliance and coordinates resolution.
PROC-CON-003,Quote & Bid Coordination,Procurement,Contract & Pricing Management,Behavioral,Requests and evaluates quotes or bids from suppliers. Ensures competitive pricing and alignment with business needs.
PROC-DATA-001,Spend Analysis,Procurement,Procurement Analytics & Reporting,Technical,and risks. Supports decision‑making with clear insights.
PROC-DATA-002,Supplier Data Management,Procurement,Procurement Analytics & Reporting,Operational,and performance metrics. Ensures data integrity and compliance.
PROC-DATA-003,Procurement Reporting,Procurement,Procurement Analytics & Reporting,Operational,and purchasing activity. Ensures accuracy and clarity.
PROC-INV-001,Material Requirements Review,Procurement,Inventory & Materials Coordination,Operational,or inventory levels. Ensures timely replenishment.
PROC-INV-002,Stock Level Monitoring,Procurement,Inventory & Materials Coordination,Operational,Monitors inventory levels and identifies risks of shortages or overstock. Coordinates with supply chain and operations.
PROC-INV-003,Delivery & Receipt Coordination,Procurement,Inventory & Materials Coordination,Behavioral,v1.0 ⭐ ⭐ PROCUREMENT ANALYTICS & REPORTING (DATA)
PROC-PO-001,Requisition Review,Procurement,Purchase Order Management,Operational,and alignment with policy. Ensures proper approvals are obtained.
PROC-PO-002,Purchase Order Creation,Procurement,Purchase Order Management,Operational,Creates accurate purchase orders in the system. Ensures correct pricing
PROC-PO-003,Order Tracking & Expediting,Procurement,Purchase Order Management,Behavioral,Monitors order status and follows up with vendors to ensure timely delivery. Escalates delays and coordinates solutions.
PROC-PROC-001,Procurement Policy Adherence,Procurement,Procurement Process & Compliance,Operational,Understands the purpose and basic steps involved in procurement policy adherence. Can complete routine tasks with clear instructions and support from experienced team members.
PROC-PROC-002,Documentation & Recordkeeping,Procurement,Procurement Process & Compliance,Operational,and order history. Ensures audit readiness.
PROC-PROC-003,Procurement Risk Identification,Procurement,Procurement Process & Compliance,Behavioral,or compliance. Escalates concerns and supports mitigation.
PROC-SUP-001,Supplier Communication,Procurement,Supplier Management,Behavioral,and requirements. Maintains positive and productive relationships.
PROC-SUP-002,Supplier Performance Monitoring,Procurement,Supplier Management,Operational,and responsiveness. Escalates concerns and supports corrective actions.
PROC-SUP-003,Supplier Onboarding Support,Procurement,Supplier Management,Operational,v1.0 ⭐ ⭐ CONTRACT & PRICING MANAGEMENT (CON)
QLT-AUD-001,Internal Audit Support,Quality,Audits & Compliance,Operational,Conducts or supports internal quality audits. Identifies gaps
QLT-AUD-002,External Audit Preparation,Quality,Audits & Compliance,Operational,regulatory). Ensures readiness and professionalism.
QLT-AUD-003,Standards & Regulatory Knowledge,Quality,Audits & Compliance,Technical,industry‑specific). Applies requirements to processes and documentation.
QLT-CAPA-001,Root Cause Analysis,Quality,Corrective & Preventive Action,Technical,etc.) to identify root causes of quality issues. Ensures thorough and accurate analysis.
QLT-CAPA-002,Corrective Action Planning,Quality,Corrective & Preventive Action,Behavioral,Develops corrective action plans that address root causes and prevent recurrence. Coordinates with cross‑functional teams.
QLT-CAPA-003,Effectiveness Verification,Quality,Corrective & Preventive Action,Operational,Verifies that corrective actions have been implemented and are effective. Documents results and escalates gaps.
QLT-DATA-001,Quality Data Analysis,Quality,Quality Analytics & Improvement,Technical,and improvement opportunities. Communicates insights clearly.
QLT-DATA-002,KPI Tracking (Quality),Quality,Quality Analytics & Improvement,Operational,and audit findings. Prepares reports for leaders and teams.
QLT-DATA-003,Continuous Improvement Support,Quality,Quality Analytics & Improvement,Behavioral,v1.0 Tier 3 — Safety & EHS Tier 3 — Safety & EHS
QLT-DOC-001,Document Control,Quality,Quality Systems & Documentation,Operational,and forms. Ensures version control and accessibility.
QLT-DOC-002,Recordkeeping & Traceability,Quality,Quality Systems & Documentation,Operational,and nonconformance reports. Ensures traceability and compliance.
QLT-DOC-003,SOP & Work Instruction Support,Quality,Quality Systems & Documentation,Operational,Supports creation and updates of SOPs and work instructions. Ensures clarity
QLT-INSP-001,Incoming Material Inspection,Quality,Inspection & Testing,Operational,and compliance with specifications. Documents findings and escalates issues.
QLT-INSP-002,In‑Process Inspection,Quality,Inspection & Testing,Operational,Performs inspections during production to ensure products meet quality standards. Identifies defects early to prevent rework or scrap.
QLT-INSP-003,Final Product Inspection,Quality,Inspection & Testing,Operational,Conducts final inspections before shipment. Verifies product quality
QLT-NCM-001,Defect Identification (Quality),Quality,Nonconformance Management,Operational,Identifies and documents defects or nonconforming materials. Ensures accurate categorization and timely escalation.
QLT-NCM-002,Containment Actions,Quality,Nonconformance Management,Operational,Implements containment actions to prevent further use or shipment of nonconforming materials. Coordinates with operations and suppliers.
QLT-NCM-003,Root Cause Documentation,Quality,Nonconformance Management,Operational,Documents nonconformance details clearly to support root cause analysis and corrective actions.
REG-AUD-005,Internal Compliance Auditing,Regulatory & Compliance,Auditing & Monitoring,Operational,Optimizes processes and sets organizational standards for internal compliance auditing. Documents findings and tracks corrective actions to closure. Identifies improvement opportunities
REG-AUD-006,External Audit Preparation & Support,Regulatory & Compliance,Auditing & Monitoring,Operational,Understands the purpose and basic steps involved in external audit preparation & support. Can complete routine tasks with clear instructions and support from experienced team members.
REG-AUD-007,Corrective Action Management,Regulatory & Compliance,Auditing & Monitoring,Operational,Optimizes processes and sets organizational standards for corrective action management. Ensures root causes are addressed and actions are verified as effective. Identifies improvement opportunities
REG-AUD-008,Compliance Monitoring & Reporting,Regulatory & Compliance,Auditing & Monitoring,Operational,Optimizes processes and sets organizational standards for compliance monitoring & reporting. Prepares compliance status reports for leadership and regulatory submissions as required. Identifies improvement opportunities
REG-DOC-009,Regulatory Filing & Submission,Regulatory & Compliance,Compliance Documentation,Operational,Understands the purpose and basic steps involved in regulatory filing & submission. Can complete routine tasks with clear instructions and support from experienced team members.
REG-DOC-010,Compliance Record Retention,Regulatory & Compliance,Compliance Documentation,Operational,Understands the purpose and basic steps involved in compliance record retention. Can complete routine tasks with clear instructions and support from experienced team members.
REG-DOC-011,Inspection Readiness Documentation,Regulatory & Compliance,Compliance Documentation,Operational,Understands the purpose and basic steps involved in inspection readiness documentation. Can complete routine tasks with clear instructions and support from experienced team members.
REG-FRM-001,Regulatory Landscape Monitoring,Regulatory & Compliance,Compliance Framework,Technical,Has foundational knowledge of regulatory landscape monitoring and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
REG-FRM-002,Compliance Program Administration,Regulatory & Compliance,Compliance Framework,Operational,Optimizes processes and sets organizational standards for compliance program administration. Ensures program elements are current and effective. Identifies improvement opportunities
REG-FRM-003,Regulatory Interpretation,Regulatory & Compliance,Compliance Framework,Technical,Has foundational knowledge of regulatory interpretation and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
REG-FRM-004,Policy & Procedure Development,Regulatory & Compliance,Compliance Framework,Operational,Understands the purpose and basic steps involved in policy & procedure development. Can complete routine tasks with clear instructions and support from experienced team members.
REG-IND-017,Product Compliance & Labeling,Regulatory & Compliance,Industry-Specific,Technical,Has foundational knowledge of product compliance & labeling and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
REG-IND-018,Chemical & Hazardous Materials Compliance,Regulatory & Compliance,Industry-Specific,Behavioral,Has foundational knowledge of chemical & hazardous materials compliance and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
REG-RSK-014,Compliance Risk Assessment,Regulatory & Compliance,Risk & Incident,Technical,Has foundational knowledge of compliance risk assessment and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
REG-RSK-015,Incident Investigation & Reporting,Regulatory & Compliance,Risk & Incident,Technical,Has foundational knowledge of incident investigation & reporting and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
REG-RSK-016,Whistleblower & Ethics Reporting Support,Regulatory & Compliance,Risk & Incident,Behavioral,Consistently models exemplary whistleblower & ethics reporting support and is recognized as a standard-setter in this area. Ensures reports are handled according to policy and applicable legal requirements. Coaches others
REG-TRN-012,Compliance Training Delivery,Regulatory & Compliance,Compliance Training,Behavioral,Recognizes the importance of compliance training delivery and understands what good practice looks like. Demonstrates this behavior in familiar situations and seeks feedback to improve.
REG-TRN-013,Compliance Awareness Communication,Regulatory & Compliance,Compliance Training,Behavioral,Consistently models exemplary compliance awareness communication and is recognized as a standard-setter in this area. Uses multiple channels to ensure awareness of regulatory obligations. Coaches others
SALES-ACCT-001,Relationship Management,Sales,Account Management,Behavioral,Builds and maintains strong customer relationships. Ensures ongoing communication and responsiveness.
SALES-ACCT-002,Account Planning,Sales,Account Management,Operational,and strategies. Aligns plans with customer goals and company priorities.
SALES-ACCT-003,Issue Resolution,Sales,Account Management,Behavioral,Addresses customer issues promptly and professionally. Coordinates with internal teams to resolve concerns.
SALES-CRM-001,CRM Data Entry,Sales,Sales Operations & CRM,Operational,Enters and maintains accurate customer and opportunity data in the CRM. Ensures data integrity and compliance.
SALES-CRM-002,Pipeline Management,Sales,Sales Operations & CRM,Operational,Manages sales pipeline stages accurately. Updates opportunity status and forecasts regularly.
SALES-CRM-003,Sales Reporting,Sales,Sales Operations & CRM,Operational,and performance metrics. Communicates insights clearly.
SALES-EXEC-001,Proposal Development,Sales,Sales Execution,Operational,Prepares accurate and professional proposals or quotes. Ensures pricing
SALES-EXEC-002,Negotiation,Sales,Sales Execution,Behavioral,and objections professionally. Seeks mutually beneficial outcomes while protecting company interests.
SALES-EXEC-003,Closing Skills,Sales,Sales Execution,Behavioral,Guides customers through the decision process and secures commitments. Ensures clarity on next steps and expectations.
SALES-NEED-001,Needs Assessment,Sales,Customer Needs & Solution Matching,Behavioral,Recognizes the importance of needs assessment and understands what good practice looks like. Demonstrates this behavior in familiar situations and seeks feedback to improve.
SALES-NEED-002,Product Knowledge Application,Sales,Customer Needs & Solution Matching,Technical,Applies product knowledge to recommend solutions that meet customer needs. Communicates value clearly and accurately.
SALES-NEED-003,Solution Presentation,Sales,Customer Needs & Solution Matching,Behavioral,and customer‑focused manner. Tailors messaging to audience needs.
SALES-PROS-001,Lead Identification,Sales,Prospecting & Lead Generation,Behavioral,and market insights. Prioritizes leads based on fit and opportunity.
SALES-PROS-002,Outreach & Initial Contact,Sales,Prospecting & Lead Generation,Behavioral,or in‑person visits. Communicates clearly and professionally.
SALES-PROS-003,Qualification,Sales,Prospecting & Lead Generation,Operational,and timeline to determine sales potential. Documents findings accurately.
SALES-STRAT-001,Market Research,Sales,Sales Strategy & Market Insights,Technical,and customer needs. Applies insights to sales strategy.
SALES-STRAT-002,Opportunity Identification,Sales,Sales Strategy & Market Insights,Behavioral,Recognizes the importance of opportunity identification and understands what good practice looks like. Demonstrates this behavior in familiar situations and seeks feedback to improve.
SALES-STRAT-003,Sales Planning,Sales,Sales Strategy & Market Insights,Operational,and activities. Aligns plans with business goals.
SCP-CAP-001,Capacity Analysis,Supply Chain Planning,Capacity Planning,Technical,Analyzes production or operational capacity to identify constraints or opportunities. Uses data to support planning decisions.
SCP-CAP-002,Load vs. Capacity Balancing,Supply Chain Planning,Capacity Planning,Operational,Balances demand and supply against available capacity. Recommends adjustments to schedules or resources.
SCP-CAP-003,Scenario Planning,Supply Chain Planning,Capacity Planning,Technical,v1.0 ⭐ ⭐ SALES & OPERATIONS PLANNING (S\&OP)
SCP-DATA-001,Planning Data Analysis,Supply Chain Planning,Supply Chain Analytics & Reporting,Technical,and improvement opportunities. Communicates insights clearly.
SCP-DATA-002,KPI Tracking (Supply Chain),Supply Chain Planning,Supply Chain Analytics & Reporting,Operational,and inventory health. Prepares reports for leaders.
SCP-DATA-003,Master Data Accuracy,Supply Chain Planning,Supply Chain Analytics & Reporting,Operational,v1.0 Tier 3 — Manufacturing Tier 3 — Manufacturing
SCP-DEM-001,Forecast Data Collection,Supply Chain Planning,Demand Planning,Operational,and customer insights to support demand forecasting.
SCP-DEM-002,Forecast Modeling,Supply Chain Planning,Demand Planning,Technical,Uses forecasting tools or methods to generate demand projections. Ensures accuracy and documentation.
SCP-DEM-003,Forecast Review & Adjustment,Supply Chain Planning,Demand Planning,Behavioral,Reviews forecast accuracy and adjusts based on new information or business changes. Communicates updates clearly.
SCP-INV-001,Inventory Target Setting,Supply Chain Planning,Inventory Planning,Technical,and service levels. Ensures alignment with business goals.
SCP-INV-002,Safety Stock Calculation,Supply Chain Planning,Inventory Planning,Technical,Calculates safety stock levels using approved methods. Adjusts based on risk
SCP-INV-003,Inventory Health Monitoring,Supply Chain Planning,Inventory Planning,Operational,and excess/obsolete stock. Identifies risks and opportunities.
SCP-SOP-001,S&OP Data Preparation,Supply Chain Planning,Sales & Operations Planning,Operational,Understands the purpose and basic steps involved in s\&op data preparation. Can complete routine tasks with clear instructions and support from experienced team members.
SCP-SOP-002,Cross‑Functional Alignment,Supply Chain Planning,Sales & Operations Planning,Behavioral,and procurement to align on plans and priorities.
SCP-SOP-003,S&OP Meeting Support,Supply Chain Planning,Sales & Operations Planning,Operational,v1.0 ⭐ ⭐ SUPPLY CHAIN ANALYTICS & REPORTING (DATA)
SCP-SUP-001,Supply Requirements Calculation,Supply Chain Planning,Supply Planning,Technical,and lead times. Ensures alignment with production or purchasing.
SCP-SUP-002,Supply Constraint Identification,Supply Chain Planning,Supply Planning,Operational,or material shortages. Escalates risks promptly.
SCP-SUP-003,Supply Plan Communication,Supply Chain Planning,Supply Planning,Behavioral,and leadership. Ensures clarity and alignment.
SERV-CUST-001,Customer Communication (Service),Service & Support,Customer Interaction,Behavioral,and next steps clearly to customers. Builds trust through transparency and professionalism.
SERV-CUST-002,Issue Escalation (Service),Service & Support,Customer Interaction,Behavioral,Recognizes when a customer concern or equipment issue requires additional support. Escalates promptly using established procedures.
SERV-CUST-003,Service Recovery (Onsite),Service & Support,Customer Interaction,Behavioral,Responds constructively when service issues arise and works to restore customer confidence. Uses empathy and problem‑solving to resolve concerns.
SERV-DOC-001,Service Ticket Completion,Service & Support,Documentation & Reporting,Operational,and findings accurately in the system. Ensures records support billing
SERV-DOC-002,Inspection Report Completion,Service & Support,Documentation & Reporting,Operational,detailed observations. Ensures documentation supports safety
SERV-DOC-003,Parts & Labor Recording,Service & Support,Documentation & Reporting,Operational,Records parts usage and labor time accurately to support inventory and billing processes. Ensures transparency and operational accuracy.
SERV-FLD-001,Field Service Readiness,Service & Support,Field Operations,Operational,and materials needed for service tasks before arriving onsite. Ensures readiness to complete work efficiently and safely.
SERV-FLD-002,Site Assessment,Service & Support,Field Operations,Safety,or equipment needs. Uses observations to plan safe and effective service actions.
SERV-FLD-003,Equipment Inspection (Onsite),Service & Support,Field Operations,Technical,or safety concerns. Documents findings accurately to support repair decisions.
SERV-FLD-004,Customer Site Conduct,Service & Support,Field Operations,Behavioral,and communication expectations. Represents the company professionally during all onsite interactions.
SERV-FLD-005,Job Completion Verification,Service & Support,Field Operations,Operational,and customer requirements before leaving the site. Ensures documentation and communication are complete.
SERV-INT-001,Professional Conduct (Service),Service & Support,Interpersonal & Professional Conduct,Behavioral,Maintains professionalism in challenging or high‑pressure service environments. Demonstrates respect
SERV-INT-002,Conflict De-escalation (Service),Service & Support,Interpersonal & Professional Conduct,Behavioral,Uses calm communication and problem‑solving to de‑escalate tense customer situations. Maintains professionalism and protects customer relationships.
SERV-INT-003,Adaptability (Service),Service & Support,Interpersonal & Professional Conduct,Behavioral,Recognizes the importance of adaptability (service) and understands what good practice looks like. Demonstrates this behavior in familiar situations and seeks feedback to improve.
SERV-PLAN-001,Job Planning,Service & Support,Planning & Coordination,Operational,and site requirements before beginning work. Plans tasks to maximize efficiency and minimize downtime.
SERV-PLAN-002,Parts & Tools Preparation,Service & Support,Planning & Coordination,Operational,and materials are prepared before traveling to a job site. Reduces delays and improves service efficiency.
SERV-PLAN-003,Time Estimation,Service & Support,Planning & Coordination,Behavioral,Provides realistic estimates for service duration based on task complexity and site conditions. Communicates expectations clearly to customers and supervisors.
SERV-REP-001,Equipment Troubleshooting (Service),Service & Support,Repairs & Troubleshooting,Technical,Identifies common equipment issues using structured diagnostic steps. Applies standard solutions or escalates when needed.
SERV-REP-002,Component Replacement,Service & Support,Repairs & Troubleshooting,Technical,Removes and installs parts according to service procedures and safety guidelines. Verifies proper operation after replacement.
SERV-REP-003,Preventive Maintenance Execution,Service & Support,Repairs & Troubleshooting,Technical,and cleaning. Ensures equipment reliability and reduces downtime.
SERV-REP-004,Diagnostic Tool Use,Service & Support,Repairs & Troubleshooting,Technical,or software to identify equipment issues. Interprets readings accurately to support repair decisions.
SERV-SAFE-001,PPE Use,Service & Support,Safety & Compliance,Safety,Selects and uses appropriate PPE for service tasks and site conditions. Maintains PPE in good condition and follows replacement guidelines.
SERV-SAFE-002,Lockout/Tagout (Service),Service & Support,Safety & Compliance,Safety,Understands when LOTO is required during service tasks and follows procedures to prevent accidental startup. Ensures safety for self and others.
SERV-SAFE-003,Hazard Identification (Service),Service & Support,Safety & Compliance,Safety,or equipment failures. Takes action to mitigate risks before beginning work.
SERV-SAFE-004,Safe Equipment Operation (Service),Service & Support,Safety & Compliance,Safety,or verification. Follows all safety protocols to prevent injury or damage.
TD-DEL-008,Classroom Facilitation (T&D),Training & Development,Training Delivery,Behavioral,Recognizes the importance of classroom facilitation (t\&d) and understands what good practice looks like. Demonstrates this behavior in familiar situations and seeks feedback to improve.
TD-DEL-009,On-the-Job Training Coordination,Training & Development,Training Delivery,Operational,Optimizes processes and sets organizational standards for on-the-job training coordination. Ensures OJT follows defined skill checklists and progression milestones. Identifies improvement opportunities
TD-DEL-010,Virtual Training Delivery,Training & Development,Training Delivery,Behavioral,Consistently models exemplary virtual training delivery and is recognized as a standard-setter in this area. Maintains engagement and interaction in remote learning environments. Coaches others
TD-DEL-011,Train-the-Trainer Programs,Training & Development,Training Delivery,Behavioral,Recognizes the importance of train-the-trainer programs and understands what good practice looks like. Demonstrates this behavior in familiar situations and seeks feedback to improve.
TD-DES-004,Instructional Design,Training & Development,Curriculum Design,Technical,Has foundational knowledge of instructional design and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
TD-DES-005,Learning Objective Development,Training & Development,Curriculum Design,Technical,Has foundational knowledge of learning objective development and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
TD-DES-006,Training Material Development,Training & Development,Curriculum Design,Operational,Understands the purpose and basic steps involved in training material development. Can complete routine tasks with clear instructions and support from experienced team members.
TD-DES-007,E-Learning Content Development,Training & Development,Curriculum Design,Technical,Has foundational knowledge of e-learning content development and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
TD-EVL-015,Training Effectiveness Evaluation,Training & Development,Evaluation & Impact,Technical,Has foundational knowledge of training effectiveness evaluation and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
TD-EVL-016,Skills Assessment Design,Training & Development,Evaluation & Impact,Technical,Has foundational knowledge of skills assessment design and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
TD-EVL-017,Training ROI Analysis,Training & Development,Evaluation & Impact,Technical,Has foundational knowledge of training roi analysis and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
TD-EVL-018,Continuous Program Improvement,Training & Development,Evaluation & Impact,Behavioral,Recognizes the importance of continuous program improvement and understands what good practice looks like. Demonstrates this behavior in familiar situations and seeks feedback to improve.
TD-LMS-012,LMS Administration (T&D),Training & Development,Learning Technology,Technical,Has foundational knowledge of lms administration (t\&d) and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
TD-LMS-013,Training Record Management,Training & Development,Learning Technology,Operational,Understands the purpose and basic steps involved in training record management. Can complete routine tasks with clear instructions and support from experienced team members.
TD-LMS-014,Learning Analytics & Reporting,Training & Development,Learning Technology,Technical,Has foundational knowledge of learning analytics & reporting and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
TD-TNA-001,Training Needs Assessment,Training & Development,Needs Analysis,Operational,Optimizes processes and sets organizational standards for training needs assessment. Prioritizes training investments based on business impact and urgency. Identifies improvement opportunities
TD-TNA-002,Competency Framework Application,Training & Development,Needs Analysis,Technical,Has foundational knowledge of competency framework application and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
TD-TNA-003,Job Task Analysis,Training & Development,Needs Analysis,Technical,Has foundational knowledge of job task analysis and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
TECH-DIAG-001,Basic Diagnostics,Technical Equip & Sys,Diagnostics,Technical,Identifies common issues using visual inspection and simple tests. Applies structured troubleshooting steps to narrow down root causes.
TECH-DIAG-002,Electrical Diagnostics,Technical Equip & Sys,Diagnostics,Technical,and diagnostic tools to identify electrical faults. Interprets readings accurately to support repair decisions.
TECH-DIAG-003,Hydraulic Diagnostics,Technical Equip & Sys,Diagnostics,Technical,and system inspection. Recognizes symptoms of leaks
TECH-DIAG-004,Mechanical Diagnostics,Technical Equip & Sys,Diagnostics,Technical,or abnormal noise. Uses tools and reference materials to confirm findings.
TECH-DOC-001,Technical Manual Interpretation,Technical Equip & Sys,Technical Documentation,Technical,and OEM documentation to guide repairs and maintenance. Confirms accuracy before performing tasks.
TECH-DOC-002,Service Bulletin Awareness,Technical Equip & Sys,Technical Documentation,Technical,Reviews and applies service bulletins to ensure equipment is updated and compliant. Identifies when bulletins apply to specific models or serial ranges.
TECH-DOC-003,Repair Documentation (Technical),Technical Equip & Sys,Technical Documentation,Operational,and diagnostic findings accurately. Supports traceability
TECH-ELEC-001,Electrical Component Replacement,Technical Equip & Sys,Electrical Systems,Technical,or wiring following safety procedures. Verifies proper function after installation.
TECH-ELEC-002,Electrical Schematic Reading,Technical Equip & Sys,Electrical Systems,Technical,and component functions. Supports accurate troubleshooting and repair.
TECH-ELEC-003,Battery & Charging System Testing,Technical Equip & Sys,Electrical Systems,Technical,and charging circuits using proper tools. Identifies failures and ensures safe handling.
TECH-EQ-001,Basic Equipment Operation,Technical Equip & Sys,Equipment Operation,Technical,Operates equipment using standard controls and procedures. Follows safety guidelines to prevent injury or equipment damage.
TECH-EQ-002,Advanced Equipment Operation,Technical Equip & Sys,Equipment Operation,Technical,or modes to perform complex tasks. Adjusts operation based on load
TECH-EQ-003,Equipment Startup & Shutdown,Technical Equip & Sys,Equipment Operation,Technical,Performs proper startup and shutdown procedures to protect equipment and ensure safety. Identifies abnormal conditions during these steps.
TECH-HYD-001,Hydraulic Component Replacement,Technical Equip & Sys,Hydraulic Systems,Technical,or cylinders following safety and cleanliness standards. Verifies system integrity after installation.
TECH-HYD-002,Hydraulic Fluid Management,Technical Equip & Sys,Hydraulic Systems,Technical,and disposes of hydraulic fluids according to environmental and safety guidelines. Prevents contamination and system damage.
TECH-HYD-003,Hydraulic Schematic Interpretation,Technical Equip & Sys,Hydraulic Systems,Technical,and component relationships. Uses diagrams to support troubleshooting.
TECH-MECH-001,Mechanical Assembly & Disassembly,Technical Equip & Sys,Mechanical Systems,Technical,Assembles and disassembles mechanical components using proper tools and torque specifications. Prevents damage by following sequence and alignment requirements.
TECH-MECH-002,Lubrication & Wear Inspection,Technical Equip & Sys,Mechanical Systems,Technical,and inspects components for wear. Supports equipment longevity and reliability.
TECH-MECH-003,Torque Application,Technical Equip & Sys,Mechanical Systems,Technical,Uses torque tools correctly to meet manufacturer specifications. Prevents component failure by ensuring proper fastener tension.
TECH-SYS-001,Telematics System Use,Technical Equip & Sys,Systems & Software,Technical,and alerts. Uses insights to support maintenance and operations.
TECH-SYS-002,Diagnostic Software Use,Technical Equip & Sys,Systems & Software,Technical,and update configurations. Follows procedures to avoid system damage.
TECH-SYS-003,Firmware & Software Updates,Technical Equip & Sys,Systems & Software,Technical,Performs safe updates to equipment firmware or onboard systems. Verifies compatibility and confirms successful installation.
TRD-CMP-009,Trade Compliance Program Admin,Import-Export & Trade,Trade Compliance,Operational,Understands the purpose and basic steps involved in trade compliance program admin. Can complete routine tasks with clear instructions and support from experienced team members.
TRD-CMP-010,Sanctions & Embargo Compliance,Import-Export & Trade,Trade Compliance,Technical,Has foundational knowledge of sanctions & embargo compliance and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
TRD-CMP-011,Trade Compliance Training,Import-Export & Trade,Trade Compliance,Behavioral,Recognizes the importance of trade compliance training and understands what good practice looks like. Demonstrates this behavior in familiar situations and seeks feedback to improve.
TRD-CMP-012,Recordkeeping & Audit Readiness,Import-Export & Trade,Trade Compliance,Operational,Optimizes processes and sets organizational standards for recordkeeping & audit readiness. Ensures documentation supports audit and investigation readiness. Identifies improvement opportunities
TRD-EXP-005,Export Documentation & Licensing,Import-Export & Trade,Export Operations,Operational,Optimizes processes and sets organizational standards for export documentation & licensing. Ensures documentation meets destination country requirements. Identifies improvement opportunities
TRD-EXP-006,Export Control Classification,Import-Export & Trade,Export Operations,Technical,Has foundational knowledge of export control classification and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
TRD-EXP-007,Denied Party Screening,Import-Export & Trade,Export Operations,Operational,Optimizes processes and sets organizational standards for denied party screening. Documents screening results and escalates potential matches. Identifies improvement opportunities
TRD-EXP-008,International Shipping Coordination,Import-Export & Trade,Export Operations,Operational,Understands the purpose and basic steps involved in international shipping coordination. Can complete routine tasks with clear instructions and support from experienced team members.
TRD-IMP-001,Import Documentation & Classification,Import-Export & Trade,Import Operations,Operational,Optimizes processes and sets organizational standards for import documentation & classification. Classifies goods using Harmonized Tariff Schedule (HTS) codes. Identifies improvement opportunities
TRD-IMP-002,Customs Broker Coordination,Import-Export & Trade,Import Operations,Operational,Optimizes processes and sets organizational standards for customs broker coordination. Resolves holds and discrepancies promptly to avoid shipment delays. Identifies improvement opportunities
